timestamp,latitude,longitude
1448922048,32.882474,-117.234627
1448922109,32.882488,-117.234638
1448922169,32.882487,-117.234632
1448922465,32.882474,-117.234596
1448922526,32.882479,-117.234600
1448922586,32.882487,-117.234635
1448922646,32.882479,-117.234610
1448922706,32.882479,-117.234610
1448922766,32.882490,-117.234626
1448922826,32.882469,-117.234596
1448922886,32.882473,-117.234598
1448922946,32.882479,-117.234612
1448923006,32.882479,-117.234612
1448923066,32.882465,-117.234621
1448923126,32.882465,-117.234621
1448923186,32.882487,-117.234588
1448923246,32.882501,-117.234605
1448923306,32.882487,-117.234584
1448923366,32.882486,-117.234600
1448923426,32.882486,-117.234600
1448923486,32.882503,-117.234599
1448923546,32.882486,-117.234590
1448923606,32.882490,-117.234584
1448923666,32.882489,-117.234605
1448923726,32.882493,-117.234587
1448923786,32.882481,-117.234583
1448923846,32.882434,-117.234601
1448923906,32.882261,-117.234298
1448923966,32.882311,-117.234352
1448924026,32.882290,-117.234282
1448924086,32.881940,-117.234309
1448924146,32.881909,-117.234254
1448924206,32.881793,-117.234246
1448924266,32.881766,-117.233992
1448924326,32.881722,-117.234296
1448924386,32.881822,-117.234223
1448924446,32.881865,-117.234306
1448924506,32.881865,-117.234306
1448924566,32.881678,-117.234666
1448924626,32.881257,-117.234827
1448924686,32.881037,-117.235508
1448924746,32.880644,-117.236020
1448924806,32.880412,-117.236554
1448924866,32.880241,-117.237449
1448924926,32.880240,-117.238275
1448924986,32.880291,-117.239111
1448925046,32.879859,-117.239720
1448925106,32.879897,-117.239572
1448925166,32.879814,-117.239724
1448925226,32.879711,-117.240115
1448925286,32.881026,-117.242211
1448925346,32.883572,-117.243755
1448925406,32.884323,-117.243747
1448925466,32.886434,-117.243742
1448925526,32.887650,-117.243682
1448925586,32.887842,-117.244030
1448925646,32.888546,-117.247698
1448925706,32.890259,-117.249349
1448925766,32.891069,-117.249925
1448925826,32.891142,-117.249927
1448925886,32.891159,-117.249948
1448925946,32.891109,-117.249881
1448926006,32.891076,-117.249917
1448926066,32.890440,-117.249469
1448926126,32.888277,-117.246449
1448926186,32.887849,-117.243862
1448926246,32.887831,-117.243651
1448926306,32.888835,-117.240940
1448926366,32.887303,-117.240997
1448926426,32.887285,-117.240952
1448926486,32.887285,-117.240952
1448926546,32.887379,-117.241033
1448926606,32.887379,-117.241033
1448926666,32.887264,-117.240969
1448926726,32.887305,-117.240963
1448926786,32.887305,-117.240963
1448926846,32.887147,-117.240982
1448926906,32.887147,-117.240982
1448926966,32.887331,-117.240896
1448927026,32.887315,-117.240849
1448927086,32.887197,-117.241096
1448927146,32.887975,-117.241176
1448927206,32.888253,-117.238816
1448927266,32.883090,-117.237086
1448927326,32.881522,-117.232748
1448927386,32.880728,-117.230495
1448927446,32.882229,-117.223272
1448927506,32.881206,-117.219012
1448927566,32.874906,-117.214130
1448927626,32.871270,-117.214191
1448927686,32.863776,-117.212532
1448927746,32.856849,-117.205328
1448927806,32.854809,-117.204733
1448927866,32.854574,-117.203003
1448927926,32.852142,-117.194728
1448927986,32.852616,-117.192147
1448928046,32.852593,-117.192153
1448928107,32.852663,-117.191869
1448928166,32.852655,-117.191849
