timestamp,latitude,longitude
1443043074,32.882491,-117.234604
1443043135,32.882487,-117.234606
1443043186,32.882476,-117.234564
1443043246,32.882479,-117.234592
1443043306,32.882483,-117.234586
1443043366,32.882495,-117.234600
1443043426,32.882467,-117.234565
1443043486,32.882490,-117.234602
1443043546,32.882484,-117.234567
1443043606,32.882472,-117.234566
1443043666,32.882477,-117.234600
1443043726,32.882475,-117.234598
1443043787,32.882471,-117.234566
1443043846,32.882493,-117.234624
1443043907,32.882224,-117.234282
1443043985,32.881799,-117.234298
1443044045,32.881846,-117.234301
1443044105,32.882832,-117.235814
1443044165,32.883494,-117.238039
1443044225,32.883506,-117.239585
1443044285,32.883304,-117.240710
1443044345,32.881552,-117.240757
1443044405,32.879404,-117.240717
1443044465,32.878681,-117.241797
1443044525,32.878631,-117.242826
1443044585,32.878851,-117.242993
1443044684,32.879488,-117.242650
1443044744,32.879311,-117.242825
1443044804,32.879311,-117.242812
1443044864,32.879368,-117.242923
1443044932,32.879399,-117.242849
1443044993,32.879537,-117.243005
1443045053,32.879251,-117.242829
1443045113,32.879252,-117.242682
1443045173,32.879249,-117.242736
1443045233,32.879864,-117.243125
1443045298,32.879226,-117.242850
1443045359,32.879507,-117.242861
1443045418,32.879264,-117.242886
1443045478,32.879389,-117.242880
1443045538,32.879267,-117.242804
1443045598,32.879316,-117.242683
1443045658,32.879434,-117.242911
1443045719,32.879434,-117.242911
1443045780,32.879240,-117.242847
1443045838,32.879229,-117.242698
1443045898,32.879534,-117.243092
1443045958,32.879583,-117.243166
1443046019,32.879244,-117.242951
1443046078,32.879327,-117.242770
1443046138,32.879291,-117.242770
1443046198,32.879195,-117.242867
1443046258,32.879400,-117.242816
1443046320,32.879429,-117.242918
1443046378,32.879412,-117.242931
1443046438,32.879318,-117.242852
1443046499,32.879256,-117.243033
1443046558,32.879083,-117.242395
1443046618,32.879083,-117.242395
1443046678,32.879311,-117.242702
1443046739,32.879258,-117.242840
1443046800,32.879258,-117.242840
1443046859,32.879145,-117.242917
1443046918,32.879278,-117.242844
1443046979,32.879333,-117.242607
1443047056,32.879296,-117.242648
1443047116,32.879301,-117.242850
1443047176,32.879251,-117.242910
1443047236,32.879238,-117.242926
1443047296,32.879222,-117.242928
1443047356,32.879259,-117.242805
1443047416,32.879284,-117.242967
1443047476,32.879202,-117.242970
1443047541,32.879205,-117.242943
1443047598,32.879244,-117.242872
1443047656,32.879176,-117.242931
1443047716,32.879165,-117.242716
1443047776,32.879263,-117.242898
1443047836,32.879203,-117.242866
1443047896,32.879248,-117.242869
1443047956,32.879268,-117.242821
1443048016,32.879228,-117.242935
1443048076,32.879245,-117.242921
1443048136,32.879245,-117.242921
1443048196,32.879210,-117.242922
1443048256,32.879231,-117.242896
1443048316,32.879240,-117.242921
1443048376,32.879401,-117.242788
1443048436,32.879401,-117.242788
1443048496,32.879236,-117.242921
1443048556,32.879240,-117.242919
1443048616,32.879208,-117.242936
1443048676,32.879219,-117.242917
1443048736,32.879216,-117.242835
1443048796,32.879424,-117.242791
1443048856,32.879360,-117.242838
1443048917,32.879353,-117.242843
1443048976,32.879413,-117.242678
1443049036,32.879386,-117.242721
1443049123,32.879222,-117.243096
1443049183,32.879222,-117.243096
1443049243,32.879224,-117.242803
1443049303,32.879267,-117.242784
1443049364,32.879319,-117.242865
1443049425,32.879242,-117.242938
1443049483,32.879318,-117.242850
1443049544,32.879389,-117.242915
1443049603,32.879053,-117.242694
1443049663,32.879310,-117.242675
1443049723,32.879613,-117.242704
1443049783,32.879613,-117.242704
1443049843,32.879270,-117.242909
1443049913,32.879241,-117.242947
1443049963,32.879158,-117.242929
1443050024,32.879293,-117.242942
1443050083,32.879248,-117.242908
1443050143,32.879252,-117.242929
1443050204,32.879266,-117.242870
1443050264,32.879199,-117.242922
1443050323,32.879212,-117.242889
1443050383,32.879260,-117.242747
1443050444,32.879294,-117.242787
1443050505,32.879294,-117.242787
1443050565,32.879434,-117.242654
1443050623,32.879260,-117.242892
1443050683,32.879264,-117.242879
1443050743,32.879338,-117.242824
1443050803,32.879108,-117.243038
1443050863,32.879275,-117.242913
1443050923,32.879245,-117.242875
1443050983,32.879345,-117.242723
1443051043,32.879232,-117.242916
1443051103,32.879297,-117.242878
1443051163,32.879245,-117.242830
1443051223,32.879251,-117.242895
1443051283,32.879244,-117.242899
1443051343,32.879350,-117.242848
1443051403,32.879226,-117.242834
1443051450,32.879242,-117.242782
1443051510,32.879254,-117.242878
1443051570,32.879264,-117.242724
1443051630,32.879368,-117.242940
1443051690,32.879639,-117.242950
1443051750,32.879544,-117.242886
1443051810,32.879399,-117.242877
1443051870,32.878864,-117.242829
1443051930,32.878860,-117.241966
1443051990,32.878820,-117.241138
1443052050,32.878700,-117.240250
1443052110,32.878650,-117.239548
1443052170,32.878646,-117.239795
1443052230,32.878811,-117.240585
1443052290,32.878894,-117.241388
1443052350,32.878849,-117.242210
1443052410,32.878820,-117.242881
1443052470,32.879209,-117.243092
1443052530,32.879174,-117.243092
1443052590,32.879208,-117.242863
1443052650,32.879525,-117.242949
1443052710,32.879283,-117.242941
1443052770,32.879247,-117.242913
1443052830,32.879355,-117.242796
1443052890,32.879225,-117.242971
1443052950,32.879238,-117.242936
1443053010,32.879270,-117.242908
1443053070,32.879257,-117.242943
1443053130,32.879254,-117.242779
1443053190,32.879252,-117.242787
1443053250,32.879138,-117.242847
1443053310,32.879227,-117.242610
1443053370,32.879135,-117.242834
1443053430,32.879314,-117.242729
1443053490,32.879256,-117.242819
1443053550,32.879262,-117.242882
1443053610,32.879341,-117.242878
1443053670,32.879198,-117.242817
1443053730,32.879330,-117.242964
1443053790,32.879219,-117.242830
1443053850,32.879261,-117.242911
1443053910,32.879296,-117.242993
1443053970,32.879221,-117.242719
1443054030,32.879194,-117.242916
1443054090,32.879288,-117.242945
1443054150,32.879260,-117.242832
1443054210,32.879153,-117.242953
1443054270,32.879271,-117.242874
1443054330,32.879166,-117.242838
1443054390,32.879722,-117.242963
1443054450,32.879705,-117.242958
1443054510,32.879625,-117.243045
1443054570,32.879625,-117.243045
1443054630,32.879695,-117.242969
1443054690,32.879695,-117.242969
1443054750,32.879680,-117.242939
1443054810,32.879695,-117.242953
1443054870,32.879695,-117.242953
1443054930,32.879695,-117.242953
1443054990,32.879636,-117.243053
1443055050,32.879302,-117.242889
1443055110,32.879375,-117.242906
1443055177,32.878878,-117.242984
1443055238,32.878887,-117.242633
1443055298,32.878914,-117.242525
1443055358,32.878992,-117.242672
1443055418,32.878993,-117.242587
1443055478,32.878964,-117.242563
1443055538,32.878962,-117.242676
1443055598,32.878939,-117.242616
1443055658,32.878896,-117.242466
1443055718,32.878812,-117.242610
1443055778,32.878605,-117.242423
1443055838,32.878595,-117.242439
1443055898,32.878626,-117.242551
1443055958,32.878626,-117.242551
1443056018,32.878661,-117.242591
1443056078,32.878699,-117.242501
1443056138,32.878633,-117.242580
1443056198,32.878633,-117.242580
1443056258,32.878627,-117.242567
1443056318,32.878578,-117.242604
1443056378,32.878654,-117.242471
1443056438,32.878663,-117.242646
1443056498,32.878721,-117.242511
1443056558,32.878655,-117.242459
1443056618,32.878656,-117.242580
1443056678,32.878690,-117.242452
1443056738,32.878687,-117.242451
1443056798,32.878596,-117.242454
1443056858,32.878520,-117.242494
1443056918,32.878549,-117.242471
1443056978,32.878633,-117.242579
1443057038,32.878527,-117.242588
1443057098,32.878528,-117.242454
1443057158,32.878707,-117.242609
1443057218,32.878638,-117.242454
1443057253,32.878628,-117.242466
1443057313,32.878664,-117.242493
1443057373,32.878735,-117.242587
1443057433,32.878644,-117.242453
1443057493,32.878642,-117.242494
1443057553,32.878613,-117.242417
1443057613,32.878615,-117.242447
1443057673,32.878612,-117.242464
1443057733,32.878612,-117.242464
1443057793,32.878635,-117.242458
1443057853,32.878635,-117.242458
1443057913,32.878590,-117.242475
1443057973,32.878613,-117.242455
1443058033,32.878691,-117.242347
1443058093,32.878928,-117.242851
1443058153,32.879075,-117.243045
1443058213,32.879324,-117.242905
1443058273,32.879442,-117.242949
1443058333,32.879555,-117.242854
1443058393,32.879250,-117.242917
1443058453,32.879592,-117.242932
1443058513,32.879362,-117.242928
1443058573,32.879036,-117.243044
1443058633,32.879056,-117.243043
1443058693,32.879724,-117.241809
1443058753,32.879465,-117.239965
1443058813,32.878830,-117.238535
1443058873,32.879962,-117.237640
1443058933,32.880873,-117.235748
1443058993,32.880589,-117.233242
1443059053,32.880334,-117.231934
1443059113,32.880458,-117.231490
1443059173,32.880349,-117.231883
1443059249,32.880398,-117.231992
1443059310,32.880410,-117.232104
1443059370,32.880420,-117.232372
1443059430,32.880439,-117.232373
1443059490,32.880397,-117.232366
1443059550,32.880388,-117.232334
1443059610,32.880436,-117.232451
1443059670,32.880449,-117.232346
1443059730,32.880568,-117.232276
1443059790,32.880389,-117.232387
1443059850,32.880521,-117.232373
1443059910,32.880414,-117.232400
1443059970,32.880448,-117.232450
1443060030,32.880568,-117.232370
1443060090,32.880441,-117.232386
1443060150,32.880441,-117.232386
1443060210,32.880389,-117.232369
1443060270,32.880499,-117.232281
1443060330,32.880446,-117.232358
1443060390,32.880445,-117.232425
1443060450,32.880315,-117.232351
1443060510,32.880500,-117.232451
1443060570,32.880437,-117.232360
1443060630,32.880437,-117.232360
1443060690,32.880402,-117.232408
1443060750,32.880402,-117.232408
1443060809,32.880442,-117.232370
1443060870,32.880411,-117.232364
1443060930,32.880417,-117.232306
1443060990,32.880374,-117.232297
1443061050,32.880460,-117.232375
1443061109,32.880414,-117.232398
1443061169,32.880381,-117.232387
1443061229,32.880404,-117.232548
1443061289,32.880439,-117.232414
1443061349,32.880388,-117.232363
1443061409,32.880405,-117.232400
1443061469,32.880465,-117.232497
1443061529,32.880373,-117.232429
1443061589,32.880415,-117.232510
